sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.012;12;;60rounds;Yes;No;2;0.70888;1.00000;0.00000;0.23551;1.70888;ConcederNegotiationParty@92;Agent17@93;0.7088816845364259;1.0;0.7088816845364259;1.0;0.602392312835053;0.9474522813844618;0.0;0.0;0.7088816845364259;1.0;party1_utility.xml;party4_utility.xml
0.056;49;;60rounds;Yes;No;2;0.82139;0.96666;0.04771;0.11233;1.78804;kawaii@94;Agent17@95;0.9666591843499099;0.8213850292781263;0.9666591843499099;0.8213850292781263;0.8764250493181027;0.5790043809984198;0.0;0.0;0.9666591843499099;0.8213850292781263;party1_utility.xml;party4_utility.xml
0.044;49;;60rounds;Yes;No;2;0.77402;0.88153;0.12472;0.16307;1.65555;DrageKnight@96;Agent17@97;0.8815255379239529;0.7740211201786458;0.8815255379239529;0.7740211201786458;1.0;0.5225456566037378;0.0;0.0;0.8815255379239529;0.7740211201786458;party1_utility.xml;party4_utility.xml
0.046;39;;60rounds;Yes;No;2;0.89578;0.94042;0.00000;0.03934;1.83620;Agent17@98;Agent17@99;0.8957816487337201;0.9404175859903591;0.8957816487337201;0.9404175859903591;0.7237475175150816;0.9039791245568084;0.0;0.0;0.8957816487337201;0.9404175859903591;party1_utility.xml;party4_utility.xml
0.020;50;;60rounds;Yes;No;2;0.72139;0.78861;0.10298;0.14054;1.51000;BoulwareNegotiationParty@100;BoulwareNegotiationParty@101;0.7213939245251257;0.7886110625842724;0.7213939245251257;0.7886110625842724;0.7132555651235832;0.7287066698483626;0.0;0.0;0.7213939245251257;0.7886110625842724;party1_utility.xml;party3_utility.xml
0.007;18;;60rounds;Yes;No;2;0.61379;0.95796;0.00000;0.28277;1.57175;ConcederNegotiationParty@102;BoulwareNegotiationParty@103;0.6137940633727111;0.9579557861297675;0.6137940633727111;0.9579557861297675;0.4914101441129089;1.0;0.0;0.0;0.6137940633727111;0.9579557861297675;party1_utility.xml;party3_utility.xml
0.023;55;;60rounds;Yes;No;2;0.76549;0.81484;0.04731;0.06796;1.58033;kawaii@104;BoulwareNegotiationParty@105;0.8148439066237729;0.765490874793168;0.8148439066237729;0.765490874793168;0.8614288797755234;0.712733112365683;0.0;0.0;0.8148439066237729;0.765490874793168;party1_utility.xml;party3_utility.xml
0.022;57;;60rounds;Yes;No;2;0.65997;0.80948;0.10761;0.19918;1.46945;DrageKnight@106;BoulwareNegotiationParty@107;0.6599701152697184;0.8094793599719177;0.6599701152697184;0.8094793599719177;0.7372929614834548;0.4758421847620762;0.0;0.0;0.6599701152697184;0.8094793599719177;party1_utility.xml;party3_utility.xml
0.045;54;;60rounds;Yes;No;2;0.68048;0.90943;0.01280;0.20097;1.58991;Agent17@108;BoulwareNegotiationParty@109;0.6804756946728912;0.9094323418590871;0.6804756946728912;0.9094323418590871;0.6299812643373854;0.8571131640826627;0.0;0.0;0.6804756946728912;0.9094323418590871;party1_utility.xml;party3_utility.xml
0.006;14;;60rounds;Yes;No;2;0.71697;0.88153;0.04058;0.10267;1.59849;BoulwareNegotiationParty@110;ConcederNegotiationParty@111;0.8815255379239529;0.7169674305224876;0.8815255379239529;0.7169674305224876;1.0;0.5698462764483457;0.0;0.0;0.8815255379239529;0.7169674305224876;party1_utility.xml;party3_utility.xml
0.003;7;;60rounds;Yes;No;2;0.82147;0.84426;0.00000;0.04631;1.66572;ConcederNegotiationParty@112;ConcederNegotiationParty@113;0.8214694873533956;0.8442553891865786;0.8214694873533956;0.8442553891865786;0.8013128191147603;0.7438611764407991;0.0;0.0;0.8214694873533956;0.8442553891865786;party1_utility.xml;party3_utility.xml
0.006;14;;60rounds;Yes;No;2;0.71697;0.88153;0.04058;0.10267;1.59849;kawaii@114;ConcederNegotiationParty@115;0.8815255379239529;0.7169674305224876;0.8815255379239529;0.7169674305224876;1.0;0.5698462764483457;0.0;0.0;0.8815255379239529;0.7169674305224876;party1_utility.xml;party3_utility.xml
0.008;14;;60rounds;Yes;No;2;0.71697;0.88153;0.04058;0.10267;1.59849;DrageKnight@116;ConcederNegotiationParty@117;0.8815255379239529;0.7169674305224876;0.8815255379239529;0.7169674305224876;1.0;0.5698462764483457;0.0;0.0;0.8815255379239529;0.7169674305224876;party1_utility.xml;party3_utility.xml
0.021;23;;60rounds;Yes;No;2;0.59723;1.00000;0.00000;0.26123;1.59723;Agent17@118;ConcederNegotiationParty@119;0.9999999999999999;0.5972336542647411;0.9999999999999999;0.5972336542647411;0.905415586312434;0.4223468537665884;0.0;0.0;0.9999999999999999;0.5972336542647411;party1_utility.xml;party3_utility.xml
0.024;53;;60rounds;Yes;No;2;0.75479;0.89278;0.00000;0.12877;1.64757;BoulwareNegotiationParty@120;kawaii@121;0.7547878560532156;0.8927788334572591;0.7547878560532156;0.8927788334572591;0.6627416988902837;0.8867480123581364;0.0;0.0;0.7547878560532156;0.8927788334572591;party1_utility.xml;party3_utility.xml
0.010;18;;60rounds;Yes;No;2;0.61379;0.95796;0.00000;0.28277;1.57175;ConcederNegotiationParty@122;kawaii@123;0.6137940633727111;0.9579557861297675;0.6137940633727111;0.9579557861297675;0.4914101441129089;1.0;0.0;0.0;0.6137940633727111;0.9579557861297675;party1_utility.xml;party3_utility.xml
0.032;61;;60rounds;No;No;1;0.00000;0.00000;1.10746;1.18559;0.00000;kawaii@124;kawaii@125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party3_utility.xml
0.031;61;;60rounds;Yes;No;2;0.64713;0.88517;0.05094;0.22253;1.53231;DrageKnight@126;kawaii@127;0.6471348790228012;0.8851706197237469;0.6471348790228012;0.8851706197237469;0.6009907273430541;0.8545415224913495;0.0;0.0;0.6471348790228012;0.8851706197237469;party1_utility.xml;party3_utility.xml
0.041;54;;60rounds;Yes;No;2;0.68048;0.90943;0.01280;0.20097;1.58991;Agent17@128;kawaii@129;0.6804756946728912;0.9094323418590871;0.6804756946728912;0.9094323418590871;0.6299812643373854;0.8571131640826627;0.0;0.0;0.6804756946728912;0.9094323418590871;party1_utility.xml;party3_utility.xml
0.023;54;;60rounds;Yes;No;2;0.76730;0.88116;0.00000;0.11184;1.64846;BoulwareNegotiationParty@130;DrageKnight@131;0.7673000960419155;0.8811586526425829;0.7673000960419155;0.8811586526425829;0.7736049511788139;0.8445999535747148;0.0;0.0;0.7673000960419155;0.8811586526425829;party1_utility.xml;party3_utility.xml
0.007;18;;60rounds;Yes;No;2;0.61379;0.95796;0.00000;0.28277;1.57175;ConcederNegotiationParty@132;DrageKnight@133;0.6137940633727111;0.9579557861297675;0.6137940633727111;0.9579557861297675;0.4914101441129089;1.0;0.0;0.0;0.6137940633727111;0.9579557861297675;party1_utility.xml;party3_utility.xml
0.026;59;;60rounds;Yes;No;2;0.76549;0.81484;0.04731;0.06796;1.58033;kawaii@134;DrageKnight@135;0.8148439066237729;0.765490874793168;0.8148439066237729;0.765490874793168;0.8614288797755234;0.712733112365683;0.0;0.0;0.8148439066237729;0.765490874793168;party1_utility.xml;party3_utility.xml
0.026;58;;60rounds;Yes;No;2;0.67748;0.77161;0.13418;0.18715;1.44909;DrageKnight@136;DrageKnight@137;0.6774815564886837;0.7716112903291142;0.6774815564886837;0.7716112903291142;0.6462591546576197;0.700928982577022;0.0;0.0;0.6774815564886837;0.7716112903291142;party1_utility.xml;party3_utility.xml
0.042;55;;60rounds;Yes;No;2;0.68048;0.90943;0.01280;0.20097;1.58991;Agent17@138;DrageKnight@139;0.6804756946728912;0.9094323418590871;0.6804756946728912;0.9094323418590871;0.6299812643373854;0.8571131640826627;0.0;0.0;0.6804756946728912;0.9094323418590871;party1_utility.xml;party3_utility.xml
0.044;52;;60rounds;Yes;No;2;0.68048;0.90943;0.01280;0.20097;1.58991;BoulwareNegotiationParty@140;Agent17@141;0.6804756946728912;0.9094323418590871;0.6804756946728912;0.9094323418590871;0.6299812643373854;0.8571131640826627;0.0;0.0;0.6804756946728912;0.9094323418590871;party1_utility.xml;party3_utility.xml
0.028;33;;60rounds;Yes;No;2;0.48707;1.00000;0.00000;0.41446;1.48707;ConcederNegotiationParty@142;Agent17@143;0.4870650696572009;0.9999999999999999;0.4870650696572009;0.9999999999999999;0.2918849984189741;0.9335974078990487;0.0;0.0;0.4870650696572009;0.9999999999999999;party1_utility.xml;party3_utility.xml
0.035;50;;60rounds;Yes;No;2;0.83264;0.83398;0.00000;0.02943;1.66662;kawaii@144;Agent17@145;0.8339817273420955;0.8326352083719024;0.8339817273420955;0.8326352083719024;0.9121760714032905;0.7017131176573775;0.0;0.0;0.8339817273420955;0.8326352083719024;party1_utility.xml;party3_utility.xml
0.042;58;;60rounds;Yes;No;2;0.78644;0.85043;0.01633;0.07984;1.63687;DrageKnight@146;Agent17@147;0.7864379167602382;0.8504302511179662;0.7864379167602382;0.8504302511179662;0.8915704571767278;0.7213601172787957;0.0;0.0;0.7864379167602382;0.8504302511179662;party1_utility.xml;party3_utility.xml
0.053;55;;60rounds;Yes;No;2;0.72151;0.80632;0.08774;0.13792;1.52783;Agent17@148;Agent17@149;0.7215088444363525;0.8063211233539731;0.7215088444363525;0.8063211233539731;0.4363984432244372;0.6479205888562944;0.0;0.0;0.7215088444363525;0.8063211233539731;party1_utility.xml;party3_utility.xml
0.020;50;;60rounds;Yes;No;2;0.57979;0.76187;0.13794;0.26056;1.34166;BoulwareNegotiationParty@150;BoulwareNegotiationParty@151;0.5797882688027742;0.7618678375878979;0.5797882688027742;0.7618678375878979;0.6983365008439028;0.7122576619686849;0.0;0.0;0.5797882688027742;0.7618678375878979;party2_utility.xml;party4_utility.xml
0.011;27;;60rounds;Yes;No;2;0.37187;0.95243;0.09000;0.50122;1.32429;ConcederNegotiationParty@152;BoulwareNegotiationParty@153;0.3718663897702198;0.9524282207813943;0.3718663897702198;0.9524282207813943;0.37073977732486285;0.9999999999999999;0.0;0.0;0.3718663897702198;0.9524282207813943;party2_utility.xml;party4_utility.xml
0.024;54;;60rounds;Yes;No;2;0.65184;0.66651;0.14610;0.21656;1.31835;kawaii@154;BoulwareNegotiationParty@155;0.6518361433215885;0.6665104742338589;0.6518361433215885;0.6665104742338589;0.8766958954421132;0.589785269759282;0.0;0.0;0.6518361433215885;0.6665104742338589;party2_utility.xml;party4_utility.xml
0.959;57;;60rounds;Yes;No;2;0.47202;0.67841;0.23133;0.38016;1.15044;DrageKnight@156;BoulwareNegotiationParty@157;0.47202124449778915;0.6784141649243756;0.47202124449778915;0.6784141649243756;0.6000762548783063;0.42641163973410695;0.0;0.0;0.47202124449778915;0.6784141649243756;party2_utility.xml;party4_utility.xml
0.037;52;;60rounds;Yes;No;2;0.60533;0.82136;0.08775;0.23957;1.42669;Agent17@158;BoulwareNegotiationParty@159;0.6053281519062707;0.8213589801412414;0.6053281519062707;0.8213589801412414;0.5174604319977067;0.6656587656909746;0.0;0.0;0.6053281519062707;0.8213589801412414;party2_utility.xml;party4_utility.xml
0.009;24;;60rounds;Yes;No;2;0.55925;0.87241;0.08775;0.21675;1.43166;BoulwareNegotiationParty@160;ConcederNegotiationParty@161;0.8724146636774026;0.5592460663761619;0.8724146636774026;0.5592460663761619;0.9999999999999999;0.40834555430719843;0.0;0.0;0.8724146636774026;0.5592460663761619;party2_utility.xml;party4_utility.xml
0.005;11;;60rounds;Yes;No;2;0.50439;0.73808;0.16732;0.33756;1.24248;ConcederNegotiationParty@162;ConcederNegotiationParty@163;0.5043919726345832;0.738084579861382;0.5043919726345832;0.738084579861382;0.615933773270959;0.6723117623677108;0.0;0.0;0.5043919726345832;0.738084579861382;party2_utility.xml;party4_utility.xml
0.012;24;;60rounds;Yes;No;2;0.55925;0.87241;0.08775;0.21675;1.43166;kawaii@164;ConcederNegotiationParty@165;0.8724146636774026;0.5592460663761619;0.8724146636774026;0.5592460663761619;0.9999999999999999;0.40834555430719843;0.0;0.0;0.8724146636774026;0.5592460663761619;party2_utility.xml;party4_utility.xml
