sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Util. 1;User Util. 2;User Util. 3;User Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
0.126;59;;60rounds;Yes;No;4;0.48258;0.87856;0.00000;0.26826;2.77770;BoulwareNegotiationParty@120;Agent17@121;BoulwareNegotiationParty@122;Agent17@123;0.8785583188750747;0.7138894578051145;0.48258163539986826;0.7026672867855369;0.8785583188750747;0.7138894578051145;0.48258163539986826;0.7026672867855369;0.8049247851009925;0.5633841456271075;0.347829978237666;0.4207006564877463;0.0;0.0;0.0;0.0;0.8785583188750747;0.7138894578051145;0.48258163539986826;0.7026672867855369;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.146;58;;60rounds;Yes;No;4;0.47754;0.85707;0.07222;0.38464;2.77400;Agent17@124;Agent17@125;BoulwareNegotiationParty@126;Agent17@127;0.8326884790943723;0.47754443350882797;0.606693434301478;0.8570720609793681;0.8326884790943723;0.47754443350882797;0.606693434301478;0.8570720609793681;0.6731928324644713;0.28902875317006627;0.6000802183920979;0.6681670059122772;0.0;0.0;0.0;0.0;0.8326884790943723;0.47754443350882797;0.606693434301478;0.8570720609793681;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.119;59;;60rounds;Yes;No;4;0.48258;0.87856;0.00000;0.26826;2.77770;ConcederNegotiationParty@128;Agent17@129;BoulwareNegotiationParty@130;Agent17@131;0.8785583188750747;0.7138894578051145;0.48258163539986826;0.7026672867855369;0.8785583188750747;0.7138894578051145;0.48258163539986826;0.7026672867855369;0.8049247851009925;0.5633841456271075;0.347829978237666;0.4207006564877463;0.0;0.0;0.0;0.0;0.8785583188750747;0.7138894578051145;0.48258163539986826;0.7026672867855369;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.089;50;;60rounds;Yes;No;4;0.46474;0.96470;0.00000;0.44449;2.93941;BoulwareNegotiationParty@132;ConcederNegotiationParty@133;BoulwareNegotiationParty@134;Agent17@135;0.7213579926952491;0.4647408155873612;0.7886110625842724;0.9646955534363922;0.7213579926952491;0.4647408155873612;0.7886110625842724;0.9646955534363922;0.7374369107717986;0.3140439700937422;0.7287066698483626;0.7922847457149255;0.0;0.0;0.0;0.0;0.7213579926952491;0.4647408155873612;0.7886110625842724;0.9646955534363922;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.106;52;;60rounds;Yes;No;4;0.46276;0.83984;0.00000;0.38476;2.88592;Agent17@136;ConcederNegotiationParty@137;BoulwareNegotiationParty@138;Agent17@139;0.8398440151589608;0.46276314974262406;0.7499973003735997;0.8333122205069499;0.8398440151589608;0.46276314974262406;0.7499973003735997;0.8333122205069499;0.8383483128378048;0.3078557884595087;0.6600270905470504;0.5799355324066943;0.0;0.0;0.0;0.0;0.8398440151589608;0.46276314974262406;0.7499973003735997;0.8333122205069499;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.074;41;;60rounds;Yes;No;4;0.38547;0.94046;0.00000;0.59235;2.80558;ConcederNegotiationParty@140;ConcederNegotiationParty@141;BoulwareNegotiationParty@142;Agent17@143;0.5661829624566922;0.3854676382427004;0.913468179264608;0.9404593077714649;0.5661829624566922;0.3854676382427004;0.913468179264608;0.9404593077714649;0.48692390728592383;0.3582644394264327;0.9776242504311627;0.8414056985344162;0.0;0.0;0.0;0.0;0.5661829624566922;0.3854676382427004;0.913468179264608;0.9404593077714649;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.116;59;;60rounds;Yes;No;4;0.39926;0.77280;0.13748;0.48965;2.56812;BoulwareNegotiationParty@144;BoulwareNegotiationParty@145;Agent17@146;Agent17@147;0.6341320021682197;0.39925579939178074;0.7727950946357308;0.7619356085058884;0.6341320021682197;0.39925579939178074;0.7727950946357308;0.7619356085058884;0.5640026646108903;0.34814247678958193;0.729157629914781;0.47958173216529065;0.0;0.0;0.0;0.0;0.6341320021682197;0.39925579939178074;0.7727950946357308;0.7619356085058884;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.129;59;;60rounds;Yes;No;4;0.39926;0.77280;0.13748;0.48965;2.56812;Agent17@148;BoulwareNegotiationParty@149;Agent17@150;Agent17@151;0.6341320021682197;0.39925579939178074;0.7727950946357308;0.7619356085058884;0.6341320021682197;0.39925579939178074;0.7727950946357308;0.7619356085058884;0.5640026646108903;0.34814247678958193;0.729157629914781;0.47958173216529065;0.0;0.0;0.0;0.0;0.6341320021682197;0.39925579939178074;0.7727950946357308;0.7619356085058884;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.111;53;;60rounds;Yes;No;4;0.48730;0.85304;0.09417;0.51487;2.59374;ConcederNegotiationParty@152;BoulwareNegotiationParty@153;Agent17@154;Agent17@155;0.4872990210519366;0.49151873654955663;0.853036721167466;0.7618894126438379;0.4872990210519366;0.49151873654955663;0.853036721167466;0.7618894126438379;0.32600375890604594;0.6301885296108123;0.6122069330831549;0.7308563908431549;0.0;0.0;0.0;0.0;0.4872990210519366;0.49151873654955663;0.853036721167466;0.7618894126438379;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.132;58;;60rounds;Yes;No;4;0.48693;0.74766;0.17435;0.42950;2.52805;BoulwareNegotiationParty@156;Agent17@157;Agent17@158;Agent17@159;0.6144014559206961;0.48693352453206407;0.747662279361971;0.6790561121947432;0.6144014559206961;0.48693352453206407;0.747662279361971;0.6790561121947432;0.6136535606339711;0.2641464380313777;0.6313907700376845;0.3734441037722231;0.0;0.0;0.0;0.0;0.6144014559206961;0.48693352453206407;0.747662279361971;0.6790561121947432;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.148;60;;60rounds;Yes;No;4;0.48496;0.79193;0.11133;0.42029;2.65723;Agent17@160;Agent17@161;Agent17@162;Agent17@163;0.6299033343213869;0.4849620106442337;0.7919282898953101;0.7504327241958046;0.6299033343213869;0.4849620106442337;0.7919282898953101;0.7504327241958046;0.6242581138760793;0.404639979494444;0.6903138495429991;0.5316514285167092;0.0;0.0;0.0;0.0;0.6299033343213869;0.4849620106442337;0.7919282898953101;0.7504327241958046;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.129;56;;60rounds;Yes;No;4;0.53648;0.82136;0.07018;0.38963;2.73768;ConcederNegotiationParty@164;Agent17@165;Agent17@166;Agent17@167;0.5364809608931719;0.6053358378122834;0.7745055933903994;0.8213589801412414;0.5364809608931719;0.6053358378122834;0.7745055933903994;0.8213589801412414;0.4659874096298263;0.5314998106348838;0.7721582210286302;0.6656587656909746;0.0;0.0;0.0;0.0;0.5364809608931719;0.6053358378122834;0.7745055933903994;0.8213589801412414;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.120;57;;60rounds;Yes;No;4;0.42503;0.84573;0.13337;0.53330;2.55811;BoulwareNegotiationParty@168;ConcederNegotiationParty@169;Agent17@170;Agent17@171;0.5156459797045081;0.4250312672039061;0.7717024051654908;0.8457282190435721;0.5156459797045081;0.4250312672039061;0.7717024051654908;0.8457282190435721;0.4123336743984667;0.5041051069608349;0.7331935053537333;0.6603193965440242;0.0;0.0;0.0;0.0;0.5156459797045081;0.4250312672039061;0.7717024051654908;0.8457282190435721;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.139;61;;60rounds;Yes;No;4;0.38697;0.85676;0.11997;0.55950;2.46872;Agent17@172;ConcederNegotiationParty@173;Agent17@174;Agent17@175;0.570422288208294;0.38697477274040576;0.856755005838811;0.6545664068088013;0.570422288208294;0.38697477274040576;0.856755005838811;0.6545664068088013;0.41490719418839767;0.3982090863168755;0.6451311591699457;0.5084903303377311;0.0;0.0;0.0;0.0;0.570422288208294;0.38697477274040576;0.856755005838811;0.6545664068088013;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.094;49;;60rounds;Yes;No;4;0.45752;0.93869;0.00000;0.56319;2.74412;ConcederNegotiationParty@176;ConcederNegotiationParty@177;Agent17@178;Agent17@179;0.5028008994526275;0.45751878827527553;0.9386947075867474;0.8451019444174258;0.5028008994526275;0.45751878827527553;0.9386947075867474;0.8451019444174258;0.4381039248288972;0.5203235104578995;0.7921138698083254;0.7189333063250133;0.0;0.0;0.0;0.0;0.5028008994526275;0.45751878827527553;0.9386947075867474;0.8451019444174258;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
